Word Spacing,Size,Pen Pressure,Baseline
412.5463998,"{'Avg Width': 1.3379804266075805, 'Avg Height': 1.418705499648819}",HIGH,STRAIGHT
464.8537404,"{'Avg Width': 0.40574307424347117, 'Avg Height': 0.8381819315321839}",LOW,STRAIGHT
377.0190923,"{'Avg Width': 1.1629952414324054, 'Avg Height': 2.829299544608731}",LOW,STRAIGHT
404.8189969,"{'Avg Width': 0.7194781447903739, 'Avg Height': 1.9074405846675249}",HIGH,STRAIGHT
391.7041372,"{'Avg Width': 0.2904578247687982, 'Avg Height': 0.8917859910548045}",LOW,DESCENDING
326.7680787,"{'Avg Width': 1.2255858672649642, 'Avg Height': 0.8019885588469254}",HIGH,STRAIGHT
436.8941848,"{'Avg Width': 0.20376687401556628, 'Avg Height': 0.45335480827187585}",LOW,STRAIGHT
283.133987,"{'Avg Width': 0.3623742559276266, 'Avg Height': 0.5146175296124643}",HIGH,STRAIGHT
387.1332996,"{'Avg Width': 1.0353705923339054, 'Avg Height': 2.020436605219287}",LOW,STRAIGHT
258.3634898,"{'Avg Width': 0.4930210090418218, 'Avg Height': 0.7464657411687583}",LOW,STRAIGHT
185.1288172,"{'Avg Width': 0.2911103376411971, 'Avg Height': 0.4938494402018361}",HIGH,ASSENDING
85.78438779,"{'Avg Width': 0.23618838890658977, 'Avg Height': 0.4400132604430104}",HIGH,STRAIGHT
352.7014733,"{'Avg Width': 0.30841861182507124, 'Avg Height': 0.955}",HIGH,STRAIGHT
405.1836334,"{'Avg Width': 0.20890381293176102, 'Avg Height': 0.34074056447180257}",LOW,STRAIGHT
319.5809725,"{'Avg Width': 0.5587231842770463, 'Avg Height': 0.7312661481498477}",LOW,STRAIGHT
99.21338674,"{'Avg Width': 0.39681622509128184, 'Avg Height': 0.6218956917941055}",LOW,STRAIGHT
474.723366,"{'Avg Width': 0.6526330096835999, 'Avg Height': 0.9553716017248957}",LOW,ASSENDING
356.0104268,"{'Avg Width': 0.9479704045842103, 'Avg Height': 0.9997879873131572}",LOW,STRAIGHT
421.2648887,"{'Avg Width': 0.3852491532678823, 'Avg Height': 0.7731519286290343}",LOW,STRAIGHT
438.1494573,"{'Avg Width': 1.1022787343337976, 'Avg Height': 1.731109441695402}",HIGH,STRAIGHT
69.65564437,"{'Avg Width': 0.4955431121848802, 'Avg Height': 0.7934823950901007}",LOW,DESCENDING
334.5680921,"{'Avg Width': 0.14803364001688135, 'Avg Height': 0.3753253508484873}",LOW,STRAIGHT
406.8963336,"{'Avg Width': 0.4017573570520564, 'Avg Height': 0.6614012716539672}",HIGH,STRAIGHT
504.2123417,"{'Avg Width': 0.28995855892588707, 'Avg Height': 0.5088432174532248}",HIGH,STRAIGHT
213.7185646,"{'Avg Width': 0.44429543015109335, 'Avg Height': 0.5313623259359844}",HIGH,STRAIGHT
322.5472012,"{'Avg Width': 0.6197570824355315, 'Avg Height': 0.5809395225222461}",LOW,ASSENDING
342.7018526,"{'Avg Width': 0.4747079848782777, 'Avg Height': 1.2810910845868761}",LOW,STRAIGHT
328.4279559,"{'Avg Width': 0.36875485719496254, 'Avg Height': 0.9778161240344848}",HIGH,ASSENDING
388.482815,"{'Avg Width': 0.16395371462957775, 'Avg Height': 0.4179278222952553}",LOW,STRAIGHT
319.5325534,"{'Avg Width': 0.7438729061130648, 'Avg Height': 1.4812988572189276}",HIGH,STRAIGHT
498.0174192,"{'Avg Width': 0.23194005453838296, 'Avg Height': 0.4107643196804296}",HIGH,STRAIGHT
392.8617549,"{'Avg Width': 0.17186888075240858, 'Avg Height': 0.37416098441567835}",LOW,DESCENDING
370.976565,"{'Avg Width': 0.7109165817115025, 'Avg Height': 0.7829431342299001}",LOW,DESCENDING
123.0618128,"{'Avg Width': 0.8370141452521243, 'Avg Height': 1.7230621693155455}",LOW,STRAIGHT
367.9217809,"{'Avg Width': 0.8909875283987471, 'Avg Height': 1.1840932278709024}",LOW,STRAIGHT
354.042258,"{'Avg Width': 1.1338944852116268, 'Avg Height': 1.442497754601122}",HIGH,STRAIGHT
335.2439357,"{'Avg Width': 0.5282946741435484, 'Avg Height': 0.9398514987551077}",HIGH,STRAIGHT
103.5319051,"{'Avg Width': 0.4158345136324464, 'Avg Height': 0.6948838091768766}",HIGH,STRAIGHT
376.163364,"{'Avg Width': 1.4438066554126996, 'Avg Height': 2.989760726738671}",HIGH,DESCENDING
286.6530154,"{'Avg Width': 0.8567201769498454, 'Avg Height': 1.0506562204459902}",HIGH,STRAIGHT
388.2624982,"{'Avg Width': 1.0385082127059773, 'Avg Height': 1.445710332771786}",LOW,STRAIGHT
409.6689909,"{'Avg Width': 1.400763198805861, 'Avg Height': 2.9726118784020756}",LOW,DESCENDING
426.948137,"{'Avg Width': 0.5959579617316654, 'Avg Height': 0.5949537769214225}",LOW,DESCENDING
134.465589,"{'Avg Width': 0.6330987723629874, 'Avg Height': 1.5980044354695562}",LOW,STRAIGHT
211.9773187,"{'Avg Width': 0.404896040899696, 'Avg Height': 0.9475588363112429}",HIGH,STRAIGHT
219.5690109,"{'Avg Width': 0.5295951873198864, 'Avg Height': 1.0076239007270529}",LOW,DESCENDING
337.3918897,"{'Avg Width': 0.24506121648343554, 'Avg Height': 0.9206711219548425}",LOW,STRAIGHT
366.440153,"{'Avg Width': 0.18162258098239603, 'Avg Height': 0.6348664794865462}",HIGH,ASSENDING
258.2063735,"{'Avg Width': 0.3925436567751226, 'Avg Height': 0.7176089842994833}",LOW,STRAIGHT
535.622275,"{'Avg Width': 0.14699521481096262, 'Avg Height': 0.14617122598438256}",LOW,STRAIGHT
41.67197788,"{'Avg Width': 0.29656647949781567, 'Avg Height': 0.49508216980712044}",LOW,STRAIGHT
474.5997531,"{'Avg Width': 0.633229554288787, 'Avg Height': 0.9047071196781665}",LOW,STRAIGHT
474.1047837,"{'Avg Width': 1.3022913197210448, 'Avg Height': 3.7448000407074327}",LOW,STRAIGHT
436.9891243,"{'Avg Width': 0.861356913096503, 'Avg Height': 1.2003150951498538}",LOW,STRAIGHT
401.1629364,"{'Avg Width': 0.15370925191905305, 'Avg Height': 0.5035305104338152}",LOW,STRAIGHT
402.7343504,"{'Avg Width': 1.153123656292465, 'Avg Height': 2.7314407621053496}",HIGH,STRAIGHT
313.7948019,"{'Avg Width': 0.8289974235401568, 'Avg Height': 1.3410430136282077}",LOW,STRAIGHT
193.6095816,"{'Avg Width': 0.7781294639721316, 'Avg Height': 0.9408579318085778}",LOW,STRAIGHT
242.0285812,"{'Avg Width': 0.19070873423239315, 'Avg Height': 0.7170761408859042}",LOW,STRAIGHT
314.4517948,"{'Avg Width': 0.492873226064156, 'Avg Height': 1.2284589929327525}",HIGH,STRAIGHT
348.3819743,"{'Avg Width': 0.5809988531638142, 'Avg Height': 0.42992578571018636}",LOW,STRAIGHT
333.0135132,"{'Avg Width': 0.24312026368293138, 'Avg Height': 0.6345900558087629}",LOW,STRAIGHT
296.6494371,"{'Avg Width': 0.26244090911388934, 'Avg Height': 0.8355416509231112}",LOW,STRAIGHT
442.9113274,"{'Avg Width': 0.45822808571259066, 'Avg Height': 1.0468002907674914}",LOW,STRAIGHT
830.3932803,"{'Avg Width': 0.471853348740785, 'Avg Height': 0.9676912234886281}",LOW,DESCENDING
447.4532858,"{'Avg Width': 0.9626457211502002, 'Avg Height': 1.1848263341685028}",LOW,DESCENDING
48.20551498,"{'Avg Width': 1.1656429513554882, 'Avg Height': 1.761016322166394}",LOW,STRAIGHT
414.6409777,"{'Avg Width': 0.9083592798214002, 'Avg Height': 1.765992822308971}",LOW,DESCENDING
345.8562482,"{'Avg Width': 0.44235018920864816, 'Avg Height': 0.8212229949875138}",LOW,STRAIGHT
733.2349291,"{'Avg Width': 0.3797214490487158, 'Avg Height': 0.7071188103271328}",LOW,STRAIGHT
176.9342465,"{'Avg Width': 0.6970232862964242, 'Avg Height': 1.6778229528162818}",LOW,STRAIGHT
66.0,"{'Avg Width': 0.1985956067315832, 'Avg Height': 0.5016706504864107}",LOW,ASSENDING
375.5704308,"{'Avg Width': 0.3530035938708796, 'Avg Height': 0.7370506428085845}",LOW,DESCENDING
464.7577354,"{'Avg Width': 0.25824141899259107, 'Avg Height': 0.5021582459679085}",LOW,STRAIGHT
289.166859,"{'Avg Width': 0.8777524987633291, 'Avg Height': 2.0450711116797162}",LOW,STRAIGHT
343.487912,"{'Avg Width': 1.0365387250919034, 'Avg Height': 1.3867309680804205}",LOW,STRAIGHT
425.0744108,"{'Avg Width': 1.2959950317395694, 'Avg Height': 2.020345449316105}",LOW,STRAIGHT
207.8394466,"{'Avg Width': 0.2012814884968008, 'Avg Height': 0.5136896636036324}",LOW,STRAIGHT
324.1755363,"{'Avg Width': 0.607189430225442, 'Avg Height': 0.5574018722071686}",LOW,ASSENDING
386.3303892,"{'Avg Width': 0.7408354940845996, 'Avg Height': 0.8206926896116074}",LOW,STRAIGHT
471.7738424,"{'Avg Width': 1.6749811508139394, 'Avg Height': 1.272361905097043}",HIGH,STRAIGHT
46.32493929,"{'Avg Width': 0.30325671094751905, 'Avg Height': 0.42614579879514874}",LOW,DESCENDING
390.9144405,"{'Avg Width': 0.31438928329968385, 'Avg Height': 0.7900384182665957}",LOW,STRAIGHT
388.928735,"{'Avg Width': 0.2564759183230517, 'Avg Height': 0.5092534187567492}",HIGH,STRAIGHT
309.24761,"{'Avg Width': 1.4818239595508338, 'Avg Height': 1.80246769531454}",LOW,STRAIGHT
446.5280778,"{'Avg Width': 0.20892586552128942, 'Avg Height': 0.4896695871548544}",HIGH,STRAIGHT
524.5077269,"{'Avg Width': 0.264259916264307, 'Avg Height': 0.6705034027018697}",LOW,STRAIGHT
861.4609117,"{'Avg Width': 0.7639820236062165, 'Avg Height': 0.5917016473947198}",LOW,STRAIGHT
546.6968492,"{'Avg Width': 1.0081114964292497, 'Avg Height': 1.7745992105674204}",HIGH,STRAIGHT
523.3873582,"{'Avg Width': 0.5863403619149051, 'Avg Height': 0.48009015045669756}",LOW,STRAIGHT
155.510019,"{'Avg Width': 0.2100987953466398, 'Avg Height': 0.40930307009569683}",HIGH,STRAIGHT
586.5057544,"{'Avg Width': 0.9298609983824327, 'Avg Height': 1.2320733775475736}",LOW,STRAIGHT
296.4127091,"{'Avg Width': 0.3643193730935109, 'Avg Height': 0.4670180729188512}",HIGH,STRAIGHT
64.16812352,"{'Avg Width': 1.1845507450903177, 'Avg Height': 1.2137510564085312}",HIGH,STRAIGHT
178.4410564,"{'Avg Width': 0.14854512099892297, 'Avg Height': 0.43565959459769266}",LOW,DESCENDING
392.2131261,"{'Avg Width': 0.10359620995700207, 'Avg Height': 0.31115494483259765}",LOW,STRAIGHT
450.8398784,"{'Avg Width': 1.1809895908665242, 'Avg Height': 1.7144118693661046}",HIGH,STRAIGHT
345.1152318,"{'Avg Width': 1.4964686184325329, 'Avg Height': 4.7224744466907165}",HIGH,STRAIGHT
246.1059776,"{'Avg Width': 0.3994188944586501, 'Avg Height': 0.5369514536432028}",HIGH,STRAIGHT
176.9688338,"{'Avg Width': 0.5903888686039789, 'Avg Height': 0.5674838531824471}",HIGH,STRAIGHT
415.2443664,"{'Avg Width': 0.29484630730717243, 'Avg Height': 0.9190961221114586}",HIGH,STRAIGHT
150.50663,"{'Avg Width': 0.11373666302579438, 'Avg Height': 0.31223773328912896}",LOW,STRAIGHT
402.3354267,"{'Avg Width': 1.4779809722995443, 'Avg Height': 0.9153976986789233}",HIGH,STRAIGHT
215.9103027,"{'Avg Width': 0.3665352398011817, 'Avg Height': 0.8901398664690126}",HIGH,STRAIGHT
97.01951122,"{'Avg Width': 0.38239305820305336, 'Avg Height': 0.8259549710643431}",LOW,STRAIGHT
388.2277608,"{'Avg Width': 1.0173732591295677, 'Avg Height': 2.324580493308116}",LOW,STRAIGHT
87.0,"{'Avg Width': 0.12347662172884775, 'Avg Height': 0.3587079702039797}",HIGH,STRAIGHT
286.7442605,"{'Avg Width': 0.26119916835707774, 'Avg Height': 0.586687275772828}",LOW,STRAIGHT
190.4360041,"{'Avg Width': 0.2556993776424141, 'Avg Height': 0.24243635127269128}",HIGH,STRAIGHT
374.3353815,"{'Avg Width': 1.9897645596881688, 'Avg Height': 3.2084520708620357}",LOW,STRAIGHT
413.9309979,"{'Avg Width': 1.0691828009574582, 'Avg Height': 1.4573706922285172}",LOW,STRAIGHT
379.9261098,"{'Avg Width': 0.5393497444191531, 'Avg Height': 0.955}",HIGH,STRAIGHT
355.6257889,"{'Avg Width': 1.3848998046584144, 'Avg Height': 1.5853009785414007}",HIGH,ASSENDING
270.6047158,"{'Avg Width': 0.6713506617007771, 'Avg Height': 0.7346163507761863}",HIGH,STRAIGHT
269.3043388,"{'Avg Width': 1.2608779847710176, 'Avg Height': 2.0215998184209147}",LOW,STRAIGHT
351.9749547,"{'Avg Width': 0.2659317691767985, 'Avg Height': 0.6205990076987014}",LOW,STRAIGHT
188.3869999,"{'Avg Width': 0.35425352994646, 'Avg Height': 0.6089428050823876}",HIGH,DESCENDING
866.4415733,"{'Avg Width': 1.0148810753588808, 'Avg Height': 2.2440089510104673}",LOW,STRAIGHT
266.8767987,"{'Avg Width': 0.22569553596407574, 'Avg Height': 0.3421632097458205}",HIGH,DESCENDING
437.2667336,"{'Avg Width': 1.0986505290770858, 'Avg Height': 2.256595404196383}",LOW,DESCENDING
244.7398746,"{'Avg Width': 0.4073018994530084, 'Avg Height': 0.7738142962134182}",LOW,DESCENDING
266.0047712,"{'Avg Width': 0.6643721793816418, 'Avg Height': 1.0196335286582439}",LOW,STRAIGHT
382.2047515,"{'Avg Width': 0.38955000155281244, 'Avg Height': 0.5178837673857436}",LOW,DESCENDING
454.9813183,"{'Avg Width': 0.22788795085914076, 'Avg Height': 1.0032420451987107}",HIGH,STRAIGHT
237.6860665,"{'Avg Width': 0.5175478333675296, 'Avg Height': 1.202120233857925}",LOW,ASSENDING
747.2964606,"{'Avg Width': 0.12563533567414742, 'Avg Height': 0.442227087730571}",HIGH,STRAIGHT
399.4967431,"{'Avg Width': 0.5293918001885192, 'Avg Height': 0.5719414240585579}",HIGH,STRAIGHT
397.6907188,"{'Avg Width': 0.4375197205818074, 'Avg Height': 0.8129215800033566}",LOW,DESCENDING
375.2470547,"{'Avg Width': 0.5088896899684698, 'Avg Height': 1.0166224915413373}",LOW,STRAIGHT
118.4736258,"{'Avg Width': 1.2324834487939818, 'Avg Height': 0.8478501934578803}",LOW,DESCENDING
109.4124259,"{'Avg Width': 0.6900491373944054, 'Avg Height': 1.5978672787992036}",LOW,STRAIGHT
263.6846793,"{'Avg Width': 0.8631864249780705, 'Avg Height': 1.811541664018556}",LOW,STRAIGHT
308.4636967,"{'Avg Width': 1.129021663712972, 'Avg Height': 1.2094884926451612}",LOW,STRAIGHT
658.859504,"{'Avg Width': 0.3450118212156266, 'Avg Height': 0.5739964331637605}",LOW,STRAIGHT
43.03112887,"{'Avg Width': 0.3273140227266103, 'Avg Height': 0.6542155880034857}",LOW,STRAIGHT
356.1151499,"{'Avg Width': 2.7279296652804454, 'Avg Height': 7.864222629083287}",LOW,STRAIGHT
274.9775251,"{'Avg Width': 0.27078507978606264, 'Avg Height': 0.5245847179143692}",HIGH,STRAIGHT
372.818773,"{'Avg Width': 0.23953261802241416, 'Avg Height': 0.5428113195430274}",LOW,STRAIGHT
90.69564481,"{'Avg Width': 0.37716625525596614, 'Avg Height': 0.8407640420987985}",LOW,STRAIGHT
347.5184879,"{'Avg Width': 0.446273437976825, 'Avg Height': 0.4496051804318184}",LOW,STRAIGHT
435.651804,"{'Avg Width': 1.725456672859713, 'Avg Height': 4.094689398297388}",LOW,STRAIGHT
315.5427674,"{'Avg Width': 0.8985489468017359, 'Avg Height': 2.7678694463218076}",HIGH,STRAIGHT
474.4634255,"{'Avg Width': 0.3372029729729608, 'Avg Height': 0.7612899973137147}",HIGH,DESCENDING
313.6229491,"{'Avg Width': 1.9748189725138248, 'Avg Height': 4.377195861298834}",LOW,STRAIGHT
68.0,"{'Avg Width': 0.21193628541333454, 'Avg Height': 0.5656170432254245}",LOW,DESCENDING
414.723495,"{'Avg Width': 1.0183216888302773, 'Avg Height': 1.867160317865229}",HIGH,STRAIGHT
342.9677743,"{'Avg Width': 2.145397141063583, 'Avg Height': 0.9259355543347425}",LOW,STRAIGHT
528.2254937,"{'Avg Width': 0.6585087847992863, 'Avg Height': 0.9433046307339231}",LOW,DESCENDING
72.02779997,"{'Avg Width': 0.7023553603051218, 'Avg Height': 0.6581967242877083}",LOW,STRAIGHT
227.2039015,"{'Avg Width': 0.5549363319866356, 'Avg Height': 1.1873276179612724}",LOW,STRAIGHT
29.16696752,"{'Avg Width': 3.1243515959818073, 'Avg Height': 4.700074079242418}",HIGH,DESCENDING
198.3612989,"{'Avg Width': 1.6837772270225428, 'Avg Height': 3.7875770293508584}",LOW,STRAIGHT
433.4597751,"{'Avg Width': 0.5950608133664164, 'Avg Height': 0.8489601888055573}",LOW,STRAIGHT
384.3889289,"{'Avg Width': 0.584638690754687, 'Avg Height': 1.2619027090410873}",LOW,STRAIGHT
532.7704931,"{'Avg Width': 1.1023746824181715, 'Avg Height': 1.0689498093161174}",LOW,STRAIGHT
276.237984,"{'Avg Width': 0.5086481388593381, 'Avg Height': 0.9647030149751081}",LOW,STRAIGHT
339.2352481,"{'Avg Width': 0.5329556200406984, 'Avg Height': 0.46928943228975684}",LOW,ASSENDING
102.5494545,"{'Avg Width': 0.5497832640878598, 'Avg Height': 0.6307459325263227}",HIGH,STRAIGHT
440.8878095,"{'Avg Width': 1.2986552868494887, 'Avg Height': 1.17508862431655}",LOW,STRAIGHT
505.8201646,"{'Avg Width': 1.403761584370487, 'Avg Height': 1.7648047925525558}",LOW,STRAIGHT
455.105605,"{'Avg Width': 3.8289215102582044, 'Avg Height': 5.507647356634157}",HIGH,STRAIGHT
267.207878,"{'Avg Width': 1.2229364155767357, 'Avg Height': 1.5782839703484104}",HIGH,STRAIGHT
377.8563566,"{'Avg Width': 3.008248002206476, 'Avg Height': 6.49424556772092}",LOW,STRAIGHT
401.5855795,"{'Avg Width': 0.2952931485547867, 'Avg Height': 0.45741775811807256}",LOW,STRAIGHT
50.36185237,"{'Avg Width': 0.7997790743638642, 'Avg Height': 0.978583557644369}",HIGH,STRAIGHT
320.3496125,"{'Avg Width': 0.5189385615720519, 'Avg Height': 1.0859404644191517}",HIGH,STRAIGHT
46.82817038,"{'Avg Width': 0.6013843399837119, 'Avg Height': 0.6615143699775559}",LOW,STRAIGHT
150.9178306,"{'Avg Width': 0.5764686218800233, 'Avg Height': 1.1966136852821885}",LOW,STRAIGHT
349.6988788,"{'Avg Width': 4.260978125561954, 'Avg Height': 2.9642921648537963}",LOW,STRAIGHT
194.966287,"{'Avg Width': 1.1242827237027277, 'Avg Height': 0.9140220493746614}",LOW,STRAIGHT
388.4253136,"{'Avg Width': 1.089720891148918, 'Avg Height': 0.8642964179323582}",HIGH,STRAIGHT
229.3722883,"{'Avg Width': 0.46738287658858396, 'Avg Height': 0.8341456060465542}",HIGH,STRAIGHT
358.0788549,"{'Avg Width': 1.2922912133230646, 'Avg Height': 1.6131801811928212}",HIGH,STRAIGHT
181.1987859,"{'Avg Width': 0.6797154930195919, 'Avg Height': 1.5442539104639883}",LOW,STRAIGHT
461.5354456,"{'Avg Width': 2.1446965740751285, 'Avg Height': 3.0310110389287477}",LOW,DESCENDING
321.8810171,"{'Avg Width': 0.6521195633676773, 'Avg Height': 0.8145607101670312}",HIGH,STRAIGHT
371.2561263,"{'Avg Width': 0.4561783689734445, 'Avg Height': 0.5266764608856159}",LOW,STRAIGHT
46.14791148,"{'Avg Width': 1.454776360903949, 'Avg Height': 1.805042204083003}",LOW,DESCENDING
206.9559371,"{'Avg Width': 0.7909682778339312, 'Avg Height': 1.5300475424254198}",LOW,ASSENDING
287.1827979,"{'Avg Width': 0.21042262950963478, 'Avg Height': 0.556610124877375}",LOW,STRAIGHT
416.3513408,"{'Avg Width': 0.665315888515747, 'Avg Height': 0.8259215018308952}",LOW,DESCENDING
443.4005701,"{'Avg Width': 0.10359623367635165, 'Avg Height': 0.2438174749153678}",LOW,STRAIGHT
491.7806814,"{'Avg Width': 0.4476381253600677, 'Avg Height': 0.5225865069698618}",HIGH,DESCENDING
581.9837863,"{'Avg Width': 0.9197668440701061, 'Avg Height': 0.8815889170895441}",LOW,DESCENDING
321.7279939,"{'Avg Width': 1.7950671660380022, 'Avg Height': 2.4596483344553963}",LOW,DESCENDING
141.3534164,"{'Avg Width': 0.23507766436517896, 'Avg Height': 0.44184918597368217}",HIGH,STRAIGHT
556.8521276,"{'Avg Width': 0.2505845068009922, 'Avg Height': 0.4712284343937027}",HIGH,STRAIGHT
453.97009,"{'Avg Width': 1.0900712837186752, 'Avg Height': 2.1968604821513487}",HIGH,STRAIGHT
195.2572327,"{'Avg Width': 0.47774911089938243, 'Avg Height': 0.6159906627396118}",LOW,STRAIGHT
390.8114796,"{'Avg Width': 0.17795966675076896, 'Avg Height': 0.40423191784836027}",LOW,DESCENDING
371.1781212,"{'Avg Width': 0.3185939137845401, 'Avg Height': 0.7888043240636333}",HIGH,DESCENDING
443.2755794,"{'Avg Width': 0.5583827688681812, 'Avg Height': 0.8996364089877293}",LOW,STRAIGHT
201.8162793,"{'Avg Width': 0.13876476073213956, 'Avg Height': 0.5207813529768156}",HIGH,STRAIGHT
251.1440712,"{'Avg Width': 0.3247404279332937, 'Avg Height': 0.7328609944052067}",HIGH,STRAIGHT
159.099245,"{'Avg Width': 0.7913700780000092, 'Avg Height': 1.0190319542611408}",HIGH,STRAIGHT
356.2114827,"{'Avg Width': 0.7862125750589378, 'Avg Height': 1.8357582280148335}",LOW,DESCENDING
342.1297624,"{'Avg Width': 0.3286236080816545, 'Avg Height': 0.589504060858909}",LOW,ASSENDING
225.2506078,"{'Avg Width': 0.3062160009014511, 'Avg Height': 0.4758754452428853}",LOW,STRAIGHT
95.19102252,"{'Avg Width': 0.40961908534896896, 'Avg Height': 1.1060035490644113}",LOW,STRAIGHT
342.7424667,"{'Avg Width': 0.4366613891932002, 'Avg Height': 0.7054751659218328}",HIGH,STRAIGHT
417.9027636,"{'Avg Width': 0.6896845312536568, 'Avg Height': 1.2834214382628149}",LOW,STRAIGHT
273.529497,"{'Avg Width': 1.0444394559927135, 'Avg Height': 1.4782937582044036}",LOW,STRAIGHT
326.1610289,"{'Avg Width': 1.9344140635047666, 'Avg Height': 1.8231445637472652}",HIGH,DESCENDING
430.066274,"{'Avg Width': 1.9274513270638975, 'Avg Height': 1.5678102333317077}",HIGH,STRAIGHT
311.0332561,"{'Avg Width': 0.4762824397669119, 'Avg Height': 0.8143508999012746}",LOW,ASSENDING
247.5112434,"{'Avg Width': 0.3213349308279948, 'Avg Height': 0.6625783771046717}",LOW,STRAIGHT
418.891723,"{'Avg Width': 0.3046074586581461, 'Avg Height': 0.6930288860816799}",HIGH,STRAIGHT
492.3303991,"{'Avg Width': 0.5104798759762083, 'Avg Height': 0.9505543473943342}",HIGH,STRAIGHT
407.7010151,"{'Avg Width': 0.32516698933151705, 'Avg Height': 0.3861079872674558}",LOW,DESCENDING
300.1618061,"{'Avg Width': 0.5933438191119415, 'Avg Height': 1.3451024259552293}",LOW,STRAIGHT
313.4357348,"{'Avg Width': 1.6640290261897204, 'Avg Height': 1.9983759685310896}",LOW,STRAIGHT
282.1282363,"{'Avg Width': 0.8912235991013816, 'Avg Height': 0.9365986173722252}",HIGH,STRAIGHT
386.9382568,"{'Avg Width': 0.7205600865002695, 'Avg Height': 1.8961340351776987}",HIGH,STRAIGHT
572.5886004,"{'Avg Width': 0.28294677422596587, 'Avg Height': 0.8434808718802922}",LOW,STRAIGHT
293.6512261,"{'Avg Width': 1.2034924110836198, 'Avg Height': 2.696837909388856}",LOW,DESCENDING
365.0111374,"{'Avg Width': 0.6675649759077067, 'Avg Height': 1.2006933584227384}",LOW,STRAIGHT
212.8439265,"{'Avg Width': 0.3962640670759233, 'Avg Height': 0.608037513667348}",LOW,STRAIGHT
386.7054869,"{'Avg Width': 0.5693329986738574, 'Avg Height': 0.7582651537453059}",LOW,STRAIGHT
158.6324501,"{'Avg Width': 0.18130979995980176, 'Avg Height': 0.5310739177673401}",LOW,STRAIGHT
374.9880741,"{'Avg Width': 0.4003810837969776, 'Avg Height': 0.6675011391362001}",HIGH,STRAIGHT
336.1798361,"{'Avg Width': 0.20274776911962963, 'Avg Height': 0.5447765098925644}",LOW,STRAIGHT
241.8208819,"{'Avg Width': 0.532887083008246, 'Avg Height': 0.47914432215772457}",LOW,STRAIGHT
273.4511754,"{'Avg Width': 0.6191850578694221, 'Avg Height': 0.9689413217441174}",HIGH,STRAIGHT
473.2553508,"{'Avg Width': 0.3810902486087571, 'Avg Height': 1.0931388679019773}",HIGH,STRAIGHT
191.4194283,"{'Avg Width': 0.3179098421237286, 'Avg Height': 0.8222593024001995}",HIGH,STRAIGHT
185.0519594,"{'Avg Width': 0.47324353284675286, 'Avg Height': 1.1915459888192526}",LOW,STRAIGHT
432.1100784,"{'Avg Width': 0.4063109027143825, 'Avg Height': 0.45057777462221466}",LOW,STRAIGHT
270.2682719,"{'Avg Width': 3.920260214360029, 'Avg Height': 3.416946339092538}",LOW,STRAIGHT
164.3640555,"{'Avg Width': 0.34621250305669665, 'Avg Height': 0.8511610272307666}",LOW,DESCENDING
383.7314742,"{'Avg Width': 0.20854339217822862, 'Avg Height': 0.5345294388755116}",LOW,STRAIGHT
112.4540972,"{'Avg Width': 0.6982843132478534, 'Avg Height': 2.2295507969043613}",HIGH,DESCENDING
311.4324386,"{'Avg Width': 0.30463809300420097, 'Avg Height': 0.6902310964376172}",LOW,STRAIGHT
83.00602388,"{'Avg Width': 4.164685263750934, 'Avg Height': 5.2116669196813685}",LOW,STRAIGHT
460.6530304,"{'Avg Width': 0.49542664238012757, 'Avg Height': 0.8456232532850604}",LOW,STRAIGHT
376.2427042,"{'Avg Width': 1.0790758698775305, 'Avg Height': 0.8256736231677402}",LOW,ASSENDING
195.7068887,"{'Avg Width': 1.295512730132829, 'Avg Height': 1.7612821729434023}",LOW,STRAIGHT
412.6330089,"{'Avg Width': 0.4660977499440503, 'Avg Height': 1.1499941285982815}",HIGH,STRAIGHT
165.7415655,"{'Avg Width': 1.8055311757681265, 'Avg Height': 2.8533296437491726}",LOW,STRAIGHT
351.1451442,"{'Avg Width': 0.2953770309182493, 'Avg Height': 0.42343142849215}",LOW,STRAIGHT
283.5835075,"{'Avg Width': 0.4780672525773724, 'Avg Height': 1.246825929978284}",LOW,STRAIGHT
396.4918479,"{'Avg Width': 0.6945757834792597, 'Avg Height': 1.2887955062899465}",HIGH,STRAIGHT
63.26478572,"{'Avg Width': 0.4718934636773645, 'Avg Height': 0.7459503983621472}",LOW,STRAIGHT
414.673771,"{'Avg Width': 1.7411801390334636, 'Avg Height': 2.170459613714114}",LOW,STRAIGHT
544.606036,"{'Avg Width': 0.26753057522160073, 'Avg Height': 0.5640023284313807}",LOW,STRAIGHT
466.2447999,"{'Avg Width': 1.14543605067099, 'Avg Height': 1.1080063321254725}",LOW,STRAIGHT
349.8011109,"{'Avg Width': 0.9459722307544403, 'Avg Height': 0.8270808101476891}",LOW,DESCENDING
271.7898202,"{'Avg Width': 0.7628808593749999, 'Avg Height': 0.6382090706543513}",LOW,STRAIGHT
379.8051057,"{'Avg Width': 0.29897806955698536, 'Avg Height': 0.7569612142286489}",LOW,STRAIGHT
321.543837,"{'Avg Width': 0.3948330876875183, 'Avg Height': 0.761678503293434}",LOW,STRAIGHT
290.0392272,"{'Avg Width': 0.3910627691192727, 'Avg Height': 0.814654993465023}",LOW,STRAIGHT
349.9264384,"{'Avg Width': 0.22793129643290178, 'Avg Height': 0.3334582818031507}",LOW,STRAIGHT
