Word Spacing,Pen Pressure_LOW,Baseline_DESCENDING,Baseline_STRAIGHT,Word Size_NORMAL,Word Size_SMALL,Emotion,Attention,Optimism,Size,Pen Pressure
220,1,1,0,1,0,1,1,0,1.007623901,191
337,1,0,1,0,1,1,0,1,0.920671122,191
366,0,0,0,0,1,0,0,2,0.6348664795,199
258,1,0,1,0,1,1,0,1,0.7176089843,184
536,1,0,1,0,1,1,0,1,0.146171226,189
42,1,0,1,0,1,1,0,1,0.4950821698,190
475,1,0,1,0,1,1,0,1,0.9047071197,151
474,1,0,1,0,0,1,2,1,3.744800041,124
437,1,0,1,1,0,1,1,1,1.200315095,125
401,1,0,1,0,1,1,0,1,0.5035305104,180
403,0,0,1,0,0,0,2,1,2.731440762,168
314,1,0,1,1,0,1,1,1,1.341043014,98
194,1,0,1,0,1,1,0,1,0.9408579318,114
242,1,0,1,0,1,1,0,1,0.7170761409,159
314,0,0,1,1,0,0,1,1,1.228458993,194
348,1,0,1,0,1,1,0,1,0.4299257857,175
333,1,0,1,0,1,1,0,1,0.6345900558,103
297,1,0,1,0,1,1,0,1,0.8355416509,81
443,1,0,1,1,0,1,1,1,1.046800291,87
830,1,1,0,0,1,1,0,0,0.9676912235,90
447,1,1,0,1,0,1,1,0,1.184826334,94
48,1,0,1,0,0,1,2,1,1.761016322,186
415,1,1,0,0,0,1,2,0,1.765992822,145
346,1,0,1,0,1,1,0,1,0.821222995,95
733,1,0,1,0,1,1,0,1,0.7071188103,75
177,1,0,1,0,0,1,2,1,1.677822953,67
66,1,0,0,0,1,1,0,2,0.5016706505,59
376,1,1,0,0,1,1,0,0,0.7370506428,64
465,1,0,1,0,1,1,0,1,0.502158246,91
289,1,0,1,0,0,1,2,1,2.045071112,164
343,1,0,1,1,0,1,1,1,1.386730968,188
425,1,0,1,0,0,1,2,1,2.020345449,132
208,1,0,1,0,1,1,0,1,0.5136896636,101
324,1,0,0,0,1,1,0,2,0.5574018722,90
386,1,0,1,0,1,1,0,1,0.8206926896,62
472,0,0,1,1,0,0,1,1,1.272361905,67
46,1,1,0,0,1,1,0,0,0.4261457988,147
391,1,0,1,0,1,1,0,1,0.7900384183,150
389,0,0,1,0,1,0,0,1,0.5092534188,173
309,1,0,1,0,0,1,2,1,1.802467695,195
447,0,0,1,0,1,0,0,1,0.4896695872,157
525,1,0,1,0,1,1,0,1,0.6705034027,145
861,1,0,1,0,1,1,0,1,0.5917016474,167
547,0,0,1,0,0,0,2,1,1.774599211,195
523,1,0,1,0,1,1,0,1,0.4800901505,199
156,0,0,1,0,1,0,0,1,0.4093030701,185
587,1,0,1,1,0,1,1,1,1.232073378,119
296,0,0,1,0,1,0,0,1,0.4670180729,82
64,0,0,1,1,0,0,1,1,1.213751056,85
178,1,1,0,0,1,1,0,0,0.4356595946,109
392,1,0,1,0,1,1,0,1,0.3111549448,163
451,0,0,1,0,0,0,2,1,1.714411869,186
345,0,0,1,0,0,0,2,1,4.722474447,89
246,0,0,1,0,1,0,0,1,0.5369514536,82
177,0,0,1,0,1,0,0,1,0.5674838532,98
415,0,0,1,0,1,0,0,1,0.9190961221,99
151,1,0,1,0,1,1,0,1,0.3122377333,139
402,0,0,1,0,1,0,0,1,0.9153976987,186
216,0,0,1,0,1,0,0,1,0.8901398665,119
97,1,0,1,0,1,1,0,1,0.8259549711,83
388,1,0,1,0,0,1,2,1,2.324580493,68
87,0,0,1,0,1,0,0,1,0.3587079702,57
287,1,0,1,0,1,1,0,1,0.5866872758,56
190,0,0,1,0,1,0,0,1,0.2424363513,81
374,1,0,1,0,0,1,2,1,3.208452071,92
414,1,0,1,1,0,1,1,1,1.457370692,174
380,0,0,1,0,1,0,0,1,0.955,144
356,0,0,0,0,0,0,2,2,1.585300979,95
271,0,0,1,0,1,0,0,1,0.7346163508,75
269,1,0,1,0,0,1,2,1,2.021599818,54
352,1,0,1,0,1,1,0,1,0.6205990077,71
188,0,1,0,0,1,0,0,0,0.6089428051,134
866,1,0,1,0,0,1,2,1,2.244008951,163
267,0,1,0,0,1,0,0,0,0.3421632097,166
437,1,1,0,0,0,1,2,0,2.256595404,191
245,1,1,0,0,1,1,0,0,0.7738142962,165
266,1,0,1,1,0,1,1,1,1.019633529,146
382,1,1,0,0,1,1,0,0,0.5178837674,162
455,0,0,1,1,0,0,1,1,1.003242045,179
238,1,0,0,1,0,1,1,2,1.202120234,189
747,0,0,1,0,1,0,0,1,0.4422270877,106
399,0,0,1,0,1,0,0,1,0.5719414241,87
398,1,1,0,0,1,1,0,0,0.81292158,75
375,1,0,1,1,0,1,1,1,1.016622492,80
118,1,1,0,0,1,1,0,0,0.8478501935,122
109,1,0,1,0,0,1,2,1,1.597867279,188
264,1,0,1,0,0,1,2,1,1.811541664,158
308,1,0,1,1,0,1,1,1,1.209488493,84
659,1,0,1,0,1,1,0,1,0.5739964332,78
43,1,0,1,0,1,1,0,1,0.654215588,94
356,1,0,1,0,0,1,2,1,7.864222629,112
275,0,0,1,0,1,0,0,1,0.5245847179,180
373,1,0,1,0,1,1,0,1,0.5428113195,136
91,1,0,1,0,1,1,0,1,0.8407640421,91
348,1,0,1,0,1,1,0,1,0.4496051804,81
436,1,0,1,0,0,1,2,1,4.094689398,60
316,0,0,1,0,0,0,2,1,2.767869446,54
474,0,1,0,0,1,0,0,0,0.7612899973,51
314,1,0,1,0,0,1,2,1,4.377195861,84
68,1,1,0,0,1,1,0,0,0.5656170432,121
415,0,0,1,0,0,0,2,1,1.867160318,173
343,1,0,1,0,1,1,0,1,0.9259355543,145
528,1,1,0,0,1,1,0,0,0.9433046307,120
72,1,0,1,0,1,1,0,1,0.6581967243,89
227,1,0,1,1,0,1,1,1,1.187327618,87
29,0,1,0,0,0,0,2,0,4.700074079,127
198,1,0,1,0,0,1,2,1,3.787577029,175
433,1,0,1,0,1,1,0,1,0.8489601888,135
384,1,0,1,1,0,1,1,1,1.261902709,133
533,1,0,1,1,0,1,1,1,1.068949809,170
276,1,0,1,0,1,1,0,1,0.964703015,196
339,1,0,0,0,1,1,0,2,0.4692894323,164
103,0,0,1,0,1,0,0,1,0.6307459325,147
441,1,0,1,1,0,1,1,1,1.175088624,140
506,1,0,1,0,0,1,2,1,1.764804793,135
455,0,0,1,0,0,0,2,1,5.507647357,157
267,0,0,1,0,0,0,2,1,1.57828397,117
378,1,0,1,0,0,1,2,1,6.494245568,89
402,1,0,1,0,1,1,0,1,0.4574177581,91
50,0,0,1,0,1,0,0,1,0.9785835576,91
320,0,0,1,1,0,0,1,1,1.085940464,139
47,1,0,1,0,1,1,0,1,0.66151437,114
151,1,0,1,1,0,1,1,1,1.196613685,86
350,1,0,1,0,0,1,2,1,2.964292165,83
195,1,0,1,0,1,1,0,1,0.9140220494,97
388,0,0,1,0,1,0,0,1,0.8642964179,123
229,0,0,1,0,1,0,0,1,0.834145606,160
358,0,0,1,0,0,0,2,1,1.613180181,88
181,1,0,1,0,0,1,2,1,1.54425391,69
462,1,1,0,0,0,1,2,0,3.031011039,52
322,0,0,1,0,1,0,0,1,0.8145607102,46
371,1,0,1,0,1,1,0,1,0.5266764609,40
46,1,1,0,0,0,1,2,0,1.805042204,46
207,1,0,0,0,0,1,2,2,1.530047542,107
287,1,0,1,0,1,1,0,1,0.5566101249,192
416,1,1,0,0,1,1,0,0,0.8259215018,172
443,1,0,1,0,1,1,0,1,0.2438174749,136
492,0,1,0,0,1,0,0,0,0.522586507,137
582,1,1,0,0,1,1,0,0,0.8815889171,77
322,1,1,0,0,0,1,2,0,2.459648334,155
141,0,0,1,0,1,0,0,1,0.441849186,187
557,0,0,1,0,1,0,0,1,0.4712284344,138
454,0,0,1,0,0,0,2,1,2.196860482,175
195,1,0,1,0,1,1,0,1,0.6159906627,97
391,1,1,0,0,1,1,0,0,0.4042319178,85
371,0,1,0,0,1,0,0,0,0.7888043241,135
443,1,0,1,0,1,1,0,1,0.899636409,161
202,0,0,1,0,1,0,0,1,0.520781353,190
251,0,0,1,0,1,0,0,1,0.7328609944,160
159,0,0,1,1,0,0,1,1,1.019031954,132
356,1,1,0,0,0,1,2,0,1.835758228,127
342,1,0,0,0,1,1,0,2,0.5895040609,97
225,1,0,1,0,1,1,0,1,0.4758754452,152
95,1,0,1,1,0,1,1,1,1.106003549,189
343,0,0,1,0,1,0,0,1,0.7054751659,157
418,1,0,1,1,0,1,1,1,1.283421438,117
274,1,0,1,1,0,1,1,1,1.478293758,105
326,0,1,0,0,0,0,2,0,1.823144564,102
430,0,0,1,0,0,0,2,1,1.567810233,183
311,1,0,0,0,1,1,0,2,0.8143508999,171
248,1,0,1,0,1,1,0,1,0.6625783771,107
419,0,0,1,0,1,0,0,1,0.6930288861,90
492,0,0,1,0,1,0,0,1,0.9505543474,87
408,1,1,0,0,1,1,0,0,0.3861079873,101
300,1,0,1,1,0,1,1,1,1.345102426,128
313,1,0,1,0,0,1,2,1,1.998375969,107
282,0,0,1,0,1,0,0,1,0.9365986174,61
387,0,0,1,0,0,0,2,1,1.896134035,49
573,1,0,1,0,1,1,0,1,0.8434808719,40
294,1,1,0,0,0,1,2,0,2.696837909,35
365,1,0,1,1,0,1,1,1,1.200693358,39
213,1,0,1,0,1,1,0,1,0.6080375137,91
387,1,0,1,0,1,1,0,1,0.7582651537,166
159,1,0,1,0,1,1,0,1,0.5310739178,176
375,0,0,1,0,1,0,0,1,0.6675011391,161
336,1,0,1,0,1,1,0,1,0.5447765099,150
242,1,0,1,0,1,1,0,1,0.4791443222,137
273,0,0,1,0,1,0,0,1,0.9689413217,62
473,0,0,1,1,0,0,1,1,1.093138868,84
191,0,0,1,0,1,0,0,1,0.8222593024,165
185,1,0,1,1,0,1,1,1,1.191545989,179
432,1,0,1,0,1,1,0,1,0.4505777746,191
270,1,0,1,0,0,1,2,1,3.416946339,68
164,1,1,0,0,1,1,0,0,0.8511610272,54
384,1,0,1,0,1,1,0,1,0.5345294389,65
112,0,1,0,0,0,0,2,0,2.229550797,126
311,1,0,1,0,1,1,0,1,0.6902310964,192
83,1,0,1,0,0,1,2,1,5.21166692,155
461,1,0,1,0,1,1,0,1,0.8456232533,121
376,1,0,0,0,1,1,0,2,0.8256736232,68
196,1,0,1,0,0,1,2,1,1.761282173,101
413,0,0,1,1,0,0,1,1,1.149994129,182
166,1,0,1,0,0,1,2,1,2.853329644,197
351,1,0,1,0,1,1,0,1,0.4234314285,181
284,1,0,1,1,0,1,1,1,1.24682593,192
396,0,0,1,1,0,0,1,1,1.288795506,146
63,1,0,1,0,1,1,0,1,0.7459503984,141
415,1,0,1,0,0,1,2,1,2.170459614,136
545,1,0,1,0,1,1,0,1,0.5640023284,154
466,1,0,1,1,0,1,1,1,1.108006332,124
350,1,1,0,0,1,1,0,0,0.8270808101,146
272,1,0,1,0,1,1,0,1,0.6382090707,199
380,1,0,1,0,1,1,0,1,0.7569612142,161
322,1,0,1,0,1,1,0,1,0.7616785033,139
290,1,0,1,0,1,1,0,1,0.8146549935,116
350,1,0,1,0,1,1,0,1,0.3334582818,110
316,1,0,1,0,1,1,0,1,0.8888345558,133
145,0,0,1,0,0,0,2,1,2.324525146,165
641,0,1,0,0,0,0,2,0,1.514738698,145
341,1,0,1,1,0,1,1,1,1.305360709,106
370,1,0,1,0,1,1,0,1,0.7974600888,91
258,1,0,1,0,1,1,0,1,0.955,94
308,0,0,1,0,1,0,0,1,0.85963562,98
191,0,0,1,0,1,0,0,1,0.9690655683,157
244,1,0,1,0,1,1,0,1,0.5833591844,169
334,0,1,0,0,0,0,2,0,1.749761132,103
525,1,0,1,1,0,1,1,1,1.030826348,66
427,0,0,1,0,0,0,2,1,9.518842429,56
951,1,0,1,0,1,1,0,1,0.9267920871,46
198,1,0,1,0,1,1,0,1,0.702368125,39
206,1,0,1,0,1,1,0,1,0.7287458546,54
360,0,0,1,0,1,0,0,1,0.5559500295,155
185,0,1,0,1,0,0,1,0,1.412085084,174
237,1,1,0,0,1,1,0,0,0.7451572212,155
354,1,0,1,1,0,1,1,1,1.375101848,142
239,1,0,1,0,1,1,0,1,0.8341452257,128
419,1,0,1,0,1,1,0,1,0.6969981459,107
329,1,0,1,0,1,1,0,1,0.5373787661,150
399,0,0,1,0,1,0,0,1,0.9816872968,176
297,1,0,1,0,1,1,0,1,0.9372786388,140
352,1,0,1,1,0,1,1,1,1.26330906,133
339,1,0,1,0,1,1,0,1,0.4681922901,173
187,0,0,0,0,0,0,2,2,1.683252378,183
593,1,0,1,1,0,1,1,1,1.236605758,95
293,1,0,1,1,0,1,1,1,1.412476748,82
418,0,0,1,0,1,0,0,1,0.7698745194,79
163,1,1,0,0,1,1,0,0,0.4626096294,121
72,1,1,0,1,0,1,1,0,1.241980523,90
45,1,0,1,0,1,1,0,1,0.5452482373,121
324,1,0,1,0,1,1,0,1,0.6378520695,150
372,1,0,0,0,0,1,2,2,2.204223147,105
330,1,0,1,1,0,1,1,1,1.145924759,80
234,1,0,1,1,0,1,1,1,1.461958658,148
164,0,0,1,0,1,0,0,1,0.8841426916,167
41,1,0,1,1,0,1,1,1,1.220755935,145
535,1,0,0,0,0,1,2,2,2.226348835,179
55,1,0,1,1,0,1,1,1,1.350864356,193
353,1,0,1,1,0,1,1,1,1.416357771,191
376,0,0,1,0,1,0,0,1,0.3921184774,149
237,0,0,1,1,0,0,1,1,1.003747015,118
432,1,0,1,1,0,1,1,1,1.258059557,122
354,1,0,1,0,1,1,0,1,0.9865403525,115
54,1,0,1,0,1,1,0,1,0.636203471,106
436,0,0,1,0,0,0,2,1,2.554909478,186
256,0,0,1,1,0,0,1,1,1.16508504,182
290,1,0,1,0,1,1,0,1,0.6074310006,155
256,1,0,1,0,0,1,2,1,3.640950632,148
185,0,0,1,0,1,0,0,1,0.8287310382,138
45,1,0,1,0,1,1,0,1,0.5484637203,123
312,0,0,1,0,1,0,0,1,0.28478781,129
377,0,0,1,0,1,0,0,1,0.9658784325,169
427,0,0,1,0,0,0,2,1,3.836502403,191
372,0,0,1,0,1,0,0,1,0.4690247558,133
355,1,0,1,0,0,1,2,1,3.052206477,104
247,1,0,1,0,1,1,0,1,0.6173671524,84
551,1,1,0,0,1,1,0,0,0.4340236138,92
375,0,0,1,1,0,0,1,1,1.086525119,137
308,1,0,1,0,1,1,0,1,0.7408564721,197
436,1,1,0,0,1,1,0,0,0.730417229,120
269,1,0,1,0,1,1,0,1,0.6106269001,81
404,1,0,1,0,0,1,2,1,1.586641326,65
492,1,1,0,0,1,1,0,0,0.8263583028,64
641,0,0,1,0,1,0,0,1,0.6240899575,44
399,1,0,1,0,1,1,0,1,0.9805248839,46
438,1,0,1,0,1,1,0,1,0.4568014511,63
408,1,0,1,0,0,1,2,1,2.688512553,184
81,1,0,1,0,1,1,0,1,0.7682857101,178
468,1,0,1,0,1,1,0,1,0.9832099811,154
305,1,0,1,0,1,1,0,1,0.7365006561,140
329,1,0,1,0,1,1,0,1,0.7121889583,140
437,1,0,1,0,1,1,0,1,0.8741755123,181
388,1,0,1,0,0,1,2,1,2.514660546,191
307,1,0,1,0,1,1,0,1,0.831097945,123
203,1,0,1,0,1,1,0,1,0.955,121
355,1,0,1,0,0,1,2,1,1.713656354,131
338,1,0,0,0,1,1,0,2,0.8173149509,132
460,0,0,1,1,0,0,1,1,1.050297946,187
190,1,1,0,1,0,1,1,0,1.099851137,190
604,0,1,0,0,1,0,0,0,0.3264261683,150
314,1,0,1,1,0,1,1,1,1.193712327,129
235,0,0,1,0,1,0,0,1,0.3862082824,139
360,1,0,1,0,1,1,0,1,0.4677490815,192
763,0,0,1,0,1,0,0,1,0.5150568755,170
590,0,1,0,1,0,0,1,0,1.388507407,123
224,1,0,1,0,1,1,0,1,0.5670699007,117
818,1,0,1,0,1,1,0,1,0.5215377907,106
376,1,0,1,0,0,1,2,1,1.739865681,128
216,0,0,1,1,0,0,1,1,1.185686572,156
452,1,0,1,0,1,1,0,1,0.901473457,69
435,0,0,1,0,0,0,2,1,1.930356512,102
415,1,1,0,0,1,1,0,0,0.7597090678,153
246,1,0,1,0,1,1,0,1,0.5669183431,166
159,1,0,0,0,1,1,0,2,0.9807047761,140
356,0,0,1,0,1,0,0,1,0.4360492961,107
121,1,0,1,0,1,1,0,1,0.6593813998,150
333,1,0,1,0,0,1,2,1,2.02792598,133
456,0,0,1,1,0,0,1,1,1.363780679,140
440,1,0,1,0,1,1,0,1,0.6569609985,166
162,1,1,0,0,0,1,2,0,3.966814751,181
380,1,0,1,0,1,1,0,1,0.5741202106,181
277,0,0,0,0,1,0,0,2,0.3290181626,129
412,1,0,1,1,0,1,1,1,1.410907054,115
783,1,0,1,0,0,1,2,1,1.775671925,114
218,1,1,0,0,1,1,0,0,0.9223140685,116
106,1,0,1,0,1,1,0,1,0.6393027366,118
120,0,0,1,0,1,0,0,1,0.5303736918,105
319,1,1,0,0,0,1,2,0,3.927066416,184
152,1,0,1,0,0,1,2,1,1.872083002,172
481,0,1,0,0,0,0,2,0,2.598710312,142
115,1,0,1,0,1,1,0,1,0.5326458146,156
454,1,0,1,0,1,1,0,1,0.5304942788,114
356,0,0,1,0,0,0,2,1,1.523435448,109
302,1,1,0,0,0,1,2,0,1.872382859,136
735,0,0,1,0,1,0,0,1,0.9262671452,174
297,1,1,0,1,0,1,1,0,1.146128484,148
477,1,0,1,0,1,1,0,1,0.8303121656,94
300,0,0,1,1,0,0,1,1,1.384771293,86
359,0,0,1,1,0,0,1,1,1.243489854,171
352,0,0,1,1,0,0,1,1,1.126098857,154
426,1,0,1,0,0,1,2,1,3.96116694,82
265,1,0,1,0,0,1,2,1,6.069788949,61
512,0,0,1,0,1,0,0,1,0.6050647488,61
64,0,0,1,1,0,0,1,1,0.9945930199,66
123,0,0,1,0,1,0,0,1,0.5383088549,48
421,1,1,0,0,0,1,2,0,1.677352398,59
607,1,0,1,0,1,1,0,1,0.4808914384,96
125,1,0,1,0,1,1,0,1,0.8076201568,197
59,0,0,1,0,1,0,0,1,0.3839581436,188
462,1,0,1,0,0,1,2,1,2.690628189,168
225,1,1,0,0,0,1,2,0,2.81424114,151
753,0,0,1,1,0,0,1,1,1.014142882,174
283,1,0,1,1,0,1,1,1,1.04177121,165
309,0,0,1,1,0,0,1,1,1.156801487,125
299,1,0,1,0,1,1,0,1,0.6717030135,114
334,0,0,1,0,1,0,0,1,0.6552606928,110
402,0,0,0,1,0,0,1,2,1.221024384,131
797,1,1,0,0,1,1,0,0,0.6758094807,81
256,1,0,1,0,1,1,0,1,0.5242558446,167
388,0,0,1,0,1,0,0,1,0.7674807385,113
175,1,0,1,0,1,1,0,1,0.7794468277,79
223,1,0,1,0,1,1,0,1,0.2921708596,71
381,1,1,0,1,0,1,1,0,1.043448632,88
311,1,0,1,1,0,1,1,1,1.438613913,178
381,0,0,1,0,1,0,0,1,0.6991429992,147
414,1,0,0,1,0,1,1,2,1.045444676,107
132,1,0,1,0,0,1,2,1,6.678566634,107
758,1,0,1,1,0,1,1,1,1.234969871,129
359,0,0,1,0,1,0,0,1,0.4918839588,151
554,1,0,1,0,1,1,0,1,0.7537595652,76
357,1,0,1,0,0,1,2,1,1.694779524,60
122,1,0,1,1,0,1,1,1,1.205998132,139
621,1,0,1,0,1,1,0,1,0.2976473645,179
275,1,0,1,0,1,1,0,1,0.6304850896,184
364,0,0,0,0,1,0,0,2,0.9848677697,185
477,1,0,1,0,1,1,0,1,0.7682846573,186
149,1,0,1,1,0,1,1,1,1.148657742,172
340,0,0,1,0,1,0,0,1,0.8996234778,145
40,1,0,1,0,0,1,2,1,1.62659732,146
225,0,0,1,0,1,0,0,1,0.7943883926,155
310,0,0,1,1,0,0,1,1,1.032334371,184
260,1,1,0,0,1,1,0,0,0.6104237789,174
450,1,0,1,0,1,1,0,1,0.5750741528,138
63,1,0,1,0,1,1,0,1,0.6452144025,126
106,1,0,1,0,1,1,0,1,0.5484134086,125
204,1,0,1,1,0,1,1,1,0.9913123375,105
224,1,0,1,0,1,1,0,1,0.7686747458,135
281,1,0,1,0,1,1,0,1,0.7839344674,180
258,1,0,1,1,0,1,1,1,1.041671821,174
366,1,0,1,0,1,1,0,1,0.9864672898,173
224,1,0,1,0,0,1,2,1,1.7681142,152
70,1,0,1,0,1,1,0,1,0.7837962841,96
340,1,0,1,0,1,1,0,1,0.3829282928,104
371,1,0,1,0,1,1,0,1,0.7804666522,170
82,1,0,1,0,1,1,0,1,0.6323052021,182
335,0,0,1,0,0,0,2,1,5.019520259,141
362,1,0,1,0,0,1,2,1,2.134676389,82
437,1,0,1,1,0,1,1,1,1.208169767,94
399,1,0,1,0,0,1,2,1,1.811350165,123
497,1,0,1,0,1,1,0,1,0.9431612788,170
427,1,0,1,0,1,1,0,1,0.308704798,111
410,1,0,1,0,1,1,0,1,0.6892338693,72
501,1,0,1,0,1,1,0,1,0.9495510099,64
427,1,0,1,0,1,1,0,1,0.6564411151,55
491,1,0,1,0,1,1,0,1,0.9256876495,56
116,1,0,1,0,1,1,0,1,0.8704230132,66
442,1,0,1,1,0,1,1,1,1.019023562,111
404,1,0,1,0,1,1,0,1,0.5057288617,166
515,1,0,1,0,1,1,0,1,0.5666645768,188
364,1,0,1,0,1,1,0,1,0.579414869,152
450,0,0,1,0,1,0,0,1,0.6763821663,142
287,1,0,1,0,1,1,0,1,0.486654023,195
133,0,0,1,0,1,0,0,1,0.7945194272,155
230,1,0,1,0,0,1,2,1,2.588741946,120
418,1,0,1,0,1,1,0,1,0.6235240332,112
252,1,0,1,0,0,1,2,1,3.580266424,115
211,0,0,1,0,0,0,2,1,1.54721514,109
287,1,0,1,0,0,1,2,1,2.010477598,55
56,0,0,1,0,0,0,2,1,2.704116785,169
329,1,1,0,1,0,1,1,0,1.440136242,176
359,1,0,1,0,0,1,2,1,2.308736919,89
400,0,0,0,1,0,0,1,2,1.263796163,64
367,0,1,0,0,1,0,0,0,0.5242361748,65
247,1,0,1,0,0,1,2,1,1.514596613,103
357,1,0,1,0,1,1,0,1,0.5391106487,156
247,0,0,1,0,1,0,0,1,0.7957448882,127
267,1,0,1,0,1,1,0,1,0.7051950217,130
309,1,0,1,0,1,1,0,1,0.4583562727,127
281,1,0,0,0,1,1,0,2,0.7456042335,190
301,1,0,1,0,1,1,0,1,0.8069717595,173
289,0,0,1,0,1,0,0,1,0.6369157401,69
345,1,0,1,0,1,1,0,1,0.9182449522,57
276,1,0,1,0,1,1,0,1,0.4400125679,75
519,1,0,1,1,0,1,1,1,1.456921115,141
183,1,0,1,1,0,1,1,1,1.397292912,173
308,0,0,0,0,1,0,0,2,0.8920488143,199
205,1,0,1,0,0,1,2,1,2.298497022,179
455,1,0,0,0,0,1,2,2,1.805253906,162
454,1,0,1,0,0,1,2,1,2.396448112,140
378,0,0,1,1,0,0,1,1,1.236245802,182
330,1,0,1,0,1,1,0,1,0.4593236002,175
404,1,0,0,1,0,1,1,2,1.212451661,148
367,1,0,1,0,1,1,0,1,0.8738392165,124
421,0,0,1,0,1,0,0,1,0.8516945851,119
236,1,0,1,0,1,1,0,1,0.6795535205,112
267,0,0,1,0,1,0,0,1,0.9026672166,156
431,1,0,1,0,0,1,2,1,1.623381,192
130,0,0,1,0,0,0,2,1,4.5356537,129
263,1,0,1,1,0,1,1,1,1.322306587,99
292,1,0,1,0,0,1,2,1,2.122382352,116
505,1,0,1,0,1,1,0,1,0.3703330575,185
413,1,0,1,0,1,1,0,1,0.8727180855,169
317,0,1,0,0,1,0,0,0,0.6350583338,92
129,1,0,1,1,0,1,1,1,1.194450641,76
342,0,0,1,1,0,0,1,1,1.134482258,84
435,0,0,1,0,0,0,2,1,1.577416204,162
274,0,1,0,0,1,0,0,0,0.6252708167,171
887,0,0,1,0,0,0,2,1,1.547177299,114
397,1,1,0,0,0,1,2,0,4.497581088,92
463,0,0,0,0,1,0,0,2,0.4662595925,63
121,1,0,1,0,0,1,2,1,1.788630583,55
308,1,0,1,0,1,1,0,1,0.8570835167,53
306,1,0,1,0,1,1,0,1,0.7874532673,54
646,1,0,1,0,0,1,2,1,2.997601064,161
437,1,0,1,0,1,1,0,1,0.6521833208,177
341,0,0,1,1,0,0,1,1,1.126591452,171
352,0,0,1,0,1,0,0,1,0.9425451864,137
362,1,0,1,1,0,1,1,1,1.1571175,147
267,1,0,1,0,1,1,0,1,0.955,198
335,1,0,1,0,1,1,0,1,0.8137832433,161
483,1,0,1,1,0,1,1,1,0.9961393624,146
333,1,0,1,0,1,1,0,1,0.499370229,136
261,1,0,1,0,1,1,0,1,0.6631953161,127
464,0,1,0,0,1,0,0,0,0.5752616877,64
386,1,0,1,1,0,1,1,1,0.9968706265,51
404,0,0,1,0,1,0,0,1,0.9351984503,171
56,1,1,0,0,1,1,0,0,0.5714710165,156
206,1,0,1,0,0,1,2,1,1.694715048,78
176,1,1,0,0,1,1,0,0,0.8166044105,83
306,1,0,0,0,1,1,0,2,0.652546668,85
412,1,0,1,1,0,1,1,1,1.125362097,125
143,0,1,0,0,1,0,0,0,0.7141721116,163
482,1,0,1,1,0,1,1,1,1.467582931,148
457,1,0,1,0,1,1,0,1,0.2507361655,150
485,1,0,1,0,1,1,0,1,0.6003537387,145
420,1,0,1,0,1,1,0,1,0.57640188,191
281,1,0,1,0,0,1,2,1,1.868326421,113
424,1,0,1,0,1,1,0,1,0.6893181056,52
321,1,1,0,0,1,1,0,0,0.7058381244,59
297,0,0,1,0,1,0,0,1,0.8687765967,73
35,1,0,1,1,0,1,1,1,1.218925202,113
479,1,0,1,0,0,1,2,1,2.386425045,166
169,0,1,0,1,0,0,1,0,1.237249967,198
442,1,0,0,0,0,1,2,2,6.262335068,175
433,1,0,1,0,1,1,0,1,0.3469895873,163
363,1,0,1,0,0,1,2,1,1.786542515,176
168,0,1,0,0,1,0,0,0,0.9696468564,190
306,0,0,1,0,1,0,0,1,0.7941767777,164
388,0,0,1,1,0,0,1,1,1.23487321,135
685,1,1,0,1,0,1,1,0,1.1499157,115
330,0,0,1,0,0,0,2,1,2.102295481,139
289,1,0,1,0,1,1,0,1,0.4417322863,113
498,1,0,1,0,1,1,0,1,0.433524724,158
49,1,0,1,1,0,1,1,1,1.281457714,164
177,0,0,1,0,1,0,0,1,0.6708936966,196
346,1,0,0,0,1,1,0,2,0.5412375255,191
114,1,0,1,0,1,1,0,1,0.4556429891,195
350,0,0,1,0,1,0,0,1,0.4151043296,177
338,0,0,1,0,1,0,0,1,0.9052330728,136
430,0,0,0,0,1,0,0,2,0.5483379944,110
108,1,0,1,1,0,1,1,1,1.259539192,161
376,0,1,0,0,1,0,0,0,0.4487387286,152
261,1,0,1,0,1,1,0,1,0.955,88
446,1,0,1,0,1,1,0,1,0.3822700537,83
352,1,0,0,1,0,1,1,2,1.127715124,97
290,0,0,1,0,1,0,0,1,0.5009243581,197
315,1,1,0,1,0,1,1,0,1.100313084,114
374,1,0,1,0,1,1,0,1,0.4304294225,97
389,0,0,1,0,1,0,0,1,0.61130186,81
525,1,0,0,1,0,1,1,2,1.299827601,52
454,0,0,1,0,1,0,0,1,0.7137418311,50
466,1,0,1,0,1,1,0,1,0.6188911125,58
320,1,0,1,0,1,1,0,1,0.7780034155,67
389,1,0,1,0,1,1,0,1,0.7504267973,144
345,1,0,1,0,1,1,0,1,0.4694356627,196
70,0,0,1,1,0,0,1,1,1.232077083,161
292,0,0,1,0,0,0,2,1,1.49147803,134
139,1,0,1,0,0,1,2,1,2.177093393,158
300,0,1,0,1,0,0,1,0,1.116816572,188
207,0,0,1,0,0,0,2,1,1.583686343,185
89,1,0,1,0,0,1,2,1,1.775613277,150
449,1,0,0,1,0,1,1,2,1.068359321,154
540,1,0,1,0,0,1,2,1,4.885993196,137
302,0,0,1,0,1,0,0,1,0.4790486502,107
205,1,0,1,0,0,1,2,1,2.222748345,45
